hospital_id,name,contract,is24,isBeautyParlor,isHotel,isStore,hasParkingLot,businessHours,latitude,longitude,address,subject,species
422,바론동물병원,02-965-0075,0,1,1,1,1,평일 10:00~20:00 / 토요일 10:00~18:00,37.59848092,127.0618727,서울특별시 동대문구 이문로 136 2층 208호 (이문동 이문동 웰츠타워),"종양수술,정형외과,중성화,고양이독립진료,노령견진료","개,고양이"
423,위즈동물병원,02-987-7959,0,1,1,1,0,"평일 10:00~20:00/토요일,공휴일 19:00",37.6267276,127.0262738,서울특별시 강북구 도봉로 202 (미아동),"내과,외과,안과,치과,피부과","개,고양이"
424,도담동물병원,02-955-8400,0,0,0,0,0,,37.682664,127.0455506,서울특별시 도봉구 도봉로 875,"중성화,사상충,내과","개,고양이"
425,H 동물병원,02-984-7588,0,1,0,1,1,"평일,토 10:00~20:00 / 일요일 휴무(예약진료 운영)",37.61797663,127.0189343,서울특별시 강북구 삼양로27길 35-21 미아프라자 106호 (미아동),"중성화,치과,노령견진료","개,고양이"
426,연서동물종합병원,02-358-7582,0,0,0,0,0,매일 09:00~21:00,37.61320515,126.9178679,서울특별시 은평구 연서로 162 1층 (대조동),,"개,고양이"
427,주주동물병원,02-2244-1081,0,1,0,1,0,"화,수,금,토 09:30~20:00/월,목 09:30~22:00/일,공휴일 10:00~18:00",37.57785721,127.0584906,서울특별시 동대문구 사가정로 121 (전농동),"정형외과,치과,안과,노령/만성질환,심장,신장,비만클리닉","개,고양이"
428,가람동물병원,02-484-5502,0,1,1,1,1,"평일 09:30~20:00/토,공휴일 09:30~18:00",37.52902824,127.1242207,서울특별시 강동구 성내로 36 예원빌딩 (성내동),"수술전문,영상진단 전문,내과,외과","개,고양이,특수동물(소동물)"
429,은마로동물병원,02-931-1575,0,1,0,1,0,평일 10:00-20:00 / 주말 10:00-16:00,37.65795561,127.0744382,서울특별시 노원구 한글비석로 363,,"개,고양이"
430,양지가축동물병원,02-478-2208,0,0,0,0,0,평일 10:00~18:00/토 10:00~16:00,37.5353921,127.1444867,서울특별시 강동구 천호대로191길 6 102호 (길동),,"개,고양이"
431,아이본동물병원,02-455-5975,0,0,0,1,1,매일 10:00~13:00(수술시간 및 예약진료)/14:00~20:00(외래진료)/토 10:00~19:00,37.53237721,127.0857546,서울특별시 광진구 자양로 48 104호 (자양동),"외과,안과,심장질환","개,고양이"
432,이앤박동물병원,02-939-6898,0,0,0,1,1,"평일 10:00~20:00/주말,공휴일 10:00~18:00",37.66530601,127.0665618,서울특별시 노원구 한글비석로52길 18,"슬개골수술 전문,만성피부질환,피부병,결석",특수동물
433,해맑은동물병원,02-3663-7584,0,1,0,0,1,평일 10:00~19:00,37.56262401,126.8530074,서울특별시 강서구 양천로57길 10-20 이스타빌1차,"안과,피부과,이비인후과,내과,치과,외과,예방의학과,내시경","개,고양이"
434,안박동물병원,02-3664-7511,0,0,0,1,1,평일 10:00~19:00,37.56011704,126.8563395,서울특별시 강서구 양천로 510 현대프린스텔,,"개,고양이"
435,수동물병원,02-3409-4640,0,1,0,1,1,평일 10:00-19:00 / 토요일 10:00-16:00,37.54851188,127.0672349,서울특별시 성동구 광나루로 337,,"개,고양이"
436,정겨운동물병원,02-817-8172,0,1,1,1,1,매일 10:00~20:00 ,37.50001799,126.9507406,서울특별시 동작구 상도로 315 상정빌딩 (상도1동),"건강검진,중성화클리닉,고양이클리닉,외과,내과,치과,안과",특수동물
437,가나종합동물병원,02-2645-7588,0,0,0,1,0,매일 09:00~20:00,37.5359632,126.8779881,서울특별시 양천구 목동서로 77 현대월드타워 101-10호,"수술전문,노령동물","개,고양이"
438,닥터스종합동물병원,02-905-7588,0,1,1,1,1,매일 10:00~21:00(접수마감 20:30),37.62917722,127.0578269,서울특별시 노원구 월계로 336 상천빌딩 1층 (월계동),"중성화,수술전문,건강검진,심장병,신부전,알러지검사,피부염,내과,외과",특수동물
439,보라매동물병원,02-885-2130,0,1,0,0,0,평일 09:00~19:00/토 09:00~18:00 ,37.48956943,126.9283217,서울특별시 관악구 봉천로 239 1층 (봉천동),,"개,고양이"
440,산책동물병원,02-715-7575,0,1,0,1,0,매일 10:00~21:00,37.54686443,126.9326502,서울특별시 마포구 창전로 50-1 1층 (구수동),,"개,고양이"
441,선동물병원,02-733-6030,0,0,0,0,1,"월,수,목,금,주말 10:00~19:30",37.58445767,126.9699982,서울특별시 종로구 자하문로 95 신교빌딩 1층 (신교동),,"개,고양이"
442,유석동물병원,02-833-7554,0,1,1,0,1,"평일 09:30 ~ 20:00/주말,공휴일 09:30 ~ 19:00",37.49345966,126.9098368,서울특별시 영등포구 여의대방로 11 방주빌딩,,"개,고양이"
443,남산동물병원,02-778-7582,0,0,0,0,0,,37.55043611,126.9769997,서울특별시 용산구 후암로 51,,"개,고양이"
444,양천동물병원,02-2694-2242,0,0,1,1,1,매일 10:00~21:00,37.52226851,126.8426328,서울특별시 양천구 오목로 45,"귀 전문,종양,암,자궁/난소,중성화,스케일링,외과,안과,위내시경,심장병,혈액,비뇨기,호르몬,기생충,피부,신경계","개,고양이"
445,열린종합동물병원,02-487-7575,0,0,0,0,0,,37.54018856,127.1412929,서울특별시 강동구 양재대로 1508,,"개,고양이"
446,링크 동물의료센터,02-393-7577,0,1,1,1,1,매일 09:00~21:00/일 09:00~18:00,37.55719755,126.9492708,서울특별시 서대문구 신촌로 209 12층 (북아현동),"정형외과,일반외과,중성화,안과,치과,뇌신경과,건강검진","개,고양이"
447,하나동물병원,02-574-0511,0,1,1,1,1,평일 10:30~19:30 / 토요일 10:30~14:00,37.45594622,127.05794,서울특별시 서초구 헌릉로8길 10-12 1층 3호 (신원동 힐스테이트서초잰트리스),"내과,외과","개,고양이"
448,해봄동물병원,02-954-6990,0,1,0,1,1,평일 10:00~20:00/토 10:00~18:00,37.68288865,127.0475086,서울특별시 도봉구 도봉로180길 28 도봉투웨니퍼스트2단지,"내과,외과","개,고양이"
449,더싼동물병원,02-932-8575,0,0,0,0,0,평일 09:00~20:00/토 10:00~19:00,37.65044033,127.0612805,서울특별시 노원구 동일로 1363 명지프라자빌딩 102호 (상계동),"수술전문,백내장,녹내장,슬개골탈구,대퇴골두수술","개,고양이"
450,한얼동물병원,02-304-5553,0,0,0,0,0,,37.59204803,126.9179071,서울특별시 은평구 응암로 226,,"개,고양이"
451,길종합동물병원,02-484-0075,0,1,0,0,0,"평일 10:00~20:00/토,공휴일 10:00~17:00",37.53508878,127.1441529,서울특별시 강동구 천호대로 1199,,"개,고양이"
452,영등포동물병원,02-2633-9991,0,1,0,0,0,월~토 09:00~20:00/일 10:00~19:00,37.52152757,126.8963209,서울특별시 영등포구 영등포로 131-2,"무릎뼈탈구,고관절탈구,방광결석,자궁축농증,중성화,유선종양 등","개,고양이"
453,동물을사랑하는사람들,02-990-7588,0,1,0,1,1,평일 10:00~20:00,37.64089795,127.0327077,서울특별시 강북구 도봉로98길 56 MS&빌딩2층,,"개,고양이"
454,키다리동물병원,02-376-7675,0,0,0,1,1,"평일 10:00-20:00 / 토,공휴일 10:00-16:00",37.56950108,126.9049989,서울특별시 마포구 월드컵북로 218 2층 201호 (성산동),"내과,외과,안과,치과,정형외과,건강검진 프로그램","개,고양이"
455,사랑해요동물병원,02-907-7512,0,0,0,0,0,평일 09:30-19:00 / 토요일 09:30-18:00,37.65618486,127.0277207,서울특별시 도봉구 시루봉로 59,,"개,고양이"
456,나우동물의료센터,02-952-9111,0,1,0,1,1,"평일,토요일 10:00-21:00 / 일요일,공휴일 10:00-18:00",37.67438031,127.0556323,서울특별시 노원구 동일로 1636 1층 (상계동),"건강검진,내과,외과,치과,안과,고양이 특화","개,고양이"
457,박창석종합동물병원,02-6405-7582,0,1,1,1,0,평일 09:00~19:00 / 토요일 09:00~16:00,37.5415128,126.9503591,서울특별시 마포구 도화길 42 (도화동),"내과,외과수술,안과,치과,비뇨기과,산과,건강검진","개,고양이"
458,힐링동물병원,02-713-8275  ,0,1,0,1,1,평일 09:30-21:00 / 토요일 09:30-18:00 / 일요일 12:00-18:00,37.54526277,126.9487024,서울특별시 마포구 백범로31길 7 101동 104호,,"개,고양이"
459,미래동물병원,02-949-5975,0,1,0,1,1,,37.62499145,127.0799903,서울특별시 노원구 공릉로 168,,"개,고양이"
460,하니동물병원,02-3422-0977,0,0,0,0,0,,37.61696711,127.0913608,서울특별시 중랑구 신내로 225 디아뜨갤러리,,"개,고양이"
461,피움동물병원,02-384-3100,0,1,0,0,1,"평일 09:00~21:00/주말,공휴일 10:00~18:00",37.64039165,126.9204384,"서울특별시 은평구 진관3로 37 은평구 뉴타운2지구 에코테라스 102호,103호 (진관동)",,"개,고양이"
462,VIP동물의료센터 청담점,02-511-7522,0,0,0,1,1,매일 00:00-24:00,37.51947097,127.0489848,"서울특별시 강남구 삼성로133길 7 베디베로스퀘어 2,3,4층 (청담동)","심장내과,종양학,피부과,응급의학과,영상의학과,정형외과,신경외과,치과,고양이의학,한방재활의학","개,고양이"
463,동물제중원금손이,02-581-5500,0,0,0,0,0,평일 10:00-19:00 / 토요일 10:00-18:00,37.48811526,126.9960702,서울특별시 서초구 서초대로 124 선빌딩 1층,"영양.대사검진,한방,재활.물리치료,해독/영양,항노화","개,고양이"
464,치료해주오 동물병원,02-949-7577,0,0,0,0,1,"월,화,목,금,주말 10:00~17:00",37.61297741,127.0768573,서울특별시 중랑구 동일로 925,,"개,고양이"
465,혜인종합동물병원본점,02-2645-1475,0,0,0,1,1,"평일 09:30~19:00 / 토,공휴일 09:30~18:00",37.54914969,126.8638983,서울특별시 양천구 등촌로 218,"중성화,예방접종,슬개골탈구,고관절,외과수술","개,고양이"
466,둘리동물병원,02-993-0075,0,0,0,1,0,"평일,토 10:00~19:00/일 10:00~18:00",37.65037351,127.0360959,서울특별시 도봉구 도봉로 506,"중성화,자궁축농증,치과수술,노령견","개,고양이"
467,강남25시동물병원,02-545-8575,0,0,0,0,0,"평일 09:00~21:30/일,공휴일 12:30~21:00",37.51559983,127.0350052,서울특별시 강남구 학동로 235,"골절수술,슬개골탈구수술,중서화수술,노령견","개,고양이"
468,신림종합동물병원,02-877-8588,0,1,0,1,1,"평일 10:00~21:00/토,공휴일 10:00~19:00",37.47312348,126.9329003,서울특별시 관악구 신림로 157-1,,"개,고양이"
469,남서울동물병원,02-582-2186,0,1,0,0,0,매일 09:00~19:00,37.49245852,126.9916364,서울특별시 서초구 방배로34길 12 (방배동),수술전문,"개,고양이"
470,해뜨는동물병원해질녘책방,02-536-6469,0,0,0,0,0,"평일 10:00-19:00 / 토,공휴일 09:30-16:00",37.50862028,127.0119359,서울특별시 서초구 신반포로 257,,"개,고양이"
471,그린동물병원,02-936-0907,0,0,0,0,0,,37.66142388,127.0592823,서울특별시 노원구 노원로 540 (상계동 상계주공아파트 9단지상가),,"개,고양이"
472,개명동물종합병원,02-2619-0888,0,0,0,1,0,매일 10:00-20:00,37.49012558,126.8563095,서울특별시 구로구 개봉로 50,,"개,고양이"
473,얼바인동물병원,02-459-7515,0,1,0,1,1,"평일 10:00-21:00 / 토요일,공휴일 10:00-19:00",37.47443586,127.1071114,"서울특별시 강남구 밤고개로 223 강남센터뷰 1층 103,104호 (자곡동)","스케일링,중성화,안과,피부과,외과,내과","개,고양이"
474,중앙동물병원,02-967-0300,0,0,0,0,0,,37.60884343,127.0593308,서울특별시 성북구 돌곶이로 56,,"개,고양이"
475,참사랑 동물병원,02-2643-7882,0,1,1,1,1,평일 10:00-19:00 / 토요일 10:00-17:00,37.50820318,126.8651023,서울특별시 양천구 목동남로4길 6-11,"내과,외과,예방접종,건강검진,스케일링","개,고양이"
476,큐동물병원,02-913-8275,0,0,0,0,0,평일 10:00~19:30 / 토요일 10:00~16:30,37.61398648,127.045701,서울특별시 성북구 장위로 81,,"개,고양이"
477,신월동물병원,02-2607-7582,0,1,0,0,1,평일 09:30-20:00 / 토요일 09:30-17:00,37.51624115,126.8377584,서울특별시 양천구 신월로 124 1층 (신월동),"중성화,슬개골탈구,고양이병원","개,고양이"
478,염창제일동물병원,02-3665-7582,0,0,0,1,0,평일 10:00~20:00 / 토요일 10:00~19:00,37.55317049,126.86966,서울특별시 강서구 양천로 651,"골절수술,침치료,동종요법","개,고양이"
479,동물병원 공감,02-484-7975,0,1,1,1,1,매일 10:00~22:00,37.54927406,127.1434527,서울특별시 강동구 양재대로 1609 조희빌딩 1층 (천호동),"노령견특화,슬개골,TPLO,골절,척추,성형,일반외과,심장,신부전,내과,고양이 진료실","개,고양이"
480,햇살동물병원,02-2690-5673,0,1,0,1,0,,37.52379317,126.8422792,서울특별시 양천구 월정로 46,,"개,고양이"
481,숲속동물병원,02-492-9303,0,0,0,0,0,,37.58928427,127.0905536,서울특별시 중랑구 겸재로 207,"외과,내과,영상의학,임상병리학","개,고양이,특수동물(기니피그,고슴도치)"
482,연두동물병원,02-455-0975,0,1,1,1,1,평일 10:00-19:30 / 토요일 10:00-18:00,37.5447331,127.087688,서울특별시 광진구 광나루로 524 1층,,"개,고양이"
483,웰케어동물병원,02-337-7575,0,1,1,1,1,오전 09:00 ~ 22:00 ,37.55687528,126.9190895,서울특별시 마포구 월드컵북로 27 이화빌딩 (서교동),"예방접종,전염병,피부병,안과,종양,정형외과,비뇨기,심장질환,특수동물중성화,슬개골탈구,중성화,치과,호르몬","개,고양이"
484,압구정웰동물병원,02-3443-0275,0,1,1,1,1,"평일 09:00~21:00/주말,공휴일 10:00~20:00",37.52288891,127.0206,서울특별시 강남구 압구정로 108 덕산빌딩,"내과,외과,안과,치과,정형외과,건강검진 프로그램","개,고양이"
485,봄날동물병원 목동본점,02-6949-0413,0,1,1,1,1,"월,화,수요일 10:00-20:00 / 목,금,토요일 10:00-22:00",37.53731589,126.8719698,서울특별시 양천구 목동중앙로 89 1층,"중성화,예방접종",특수동물
486,웨스턴 동물의료센터,02-701-7580,1,0,0,1,1,오전진료 10:00-13:00 / 오후진료 14:30-19:00 / 야간진료 19:00-21:00 / 응급진료 21:00-09:00,37.55515688,126.9381344,서울특별시 마포구 신촌로 110 웨스턴5빌딩 (노고산동),"외과,내과,영상의학,임상병리학","개,고양이"
487,원스동물병원,02-719-8275,0,1,1,0,1,월~토 10:00~20:00,37.54500841,126.9695029,서울특별시 용산구 청파로47길 16 지상1층 (청파동2가),,"개,고양이"
488,백년동물병원,02-373-2923,0,0,0,0,0,,37.58204605,126.9267046,서울특별시 서대문구 가좌로 104,,"개,고양이"
489,바우라움 동물병원,02-6454-6182,0,1,1,1,1,"평일,토요일 10:30~19:00 ",37.55715433,127.040105,서울특별시 성동구 왕십리로 241 파크에비뉴 엔터식스 4층 (행당동 서울숲 더샵),"일반진료,내과,행동치료,예방접종,중성화,스케일링,건강검진","개,고양이"
490,나루동물병원,02-457-7582,0,1,0,1,0,매일 09:30-20:00,37.54296206,127.099659,서울특별시 광진구 아차산로 537-17 힐스테이트상가 18호,,"개,고양이"
491,와우동물병원,02-2666-0370,0,1,0,1,0,,37.57650504,126.813031,서울특별시 강서구 방화대로47가길 7,,"개,고양이"
492,금천24시 K동물의료센터,02-808-2475,1,0,0,1,1,매일 00:00~24:00,37.45609724,126.8995704,서울특별시 금천구 시흥대로 251 (시흥동 도일산호시티빌),"외과,레이저 재활치료,내과,건강검진",특수동물
493,바른펫 동물의료센터,02-903-7582,1,1,1,1,1,매일 00:00~24:00,37.64144531,127.0222145,서울특별시 강북구 노해로 65,,"개,고양이"
494,디오빌동물병원,02-2671-0026,0,1,0,0,1,"평일 10:00~20:00/주말,공휴일 10:00~19:00",37.53324478,126.9022911,서울특별시 영등포구 당산로 222 (당산동5가당산디오빌 1층 103-3),"치과,난치성 피부염,귀질병,슬개골탈구,골절수술,노령성 질병","개,고양이"
495,에이원동물병원,02-521-8181,0,1,1,1,0,매일 10:00-19:00 / 목요일 10:00-15:00 / 공휴일 10:00-14:00,37.48813254,127.0090974,서울특별시 서초구 반포대로 89 1층 (서초동 유민빌딩),,"개,고양이"
496,월드펫동물종합병원,02-364-3517,0,0,0,1,1,"평일 09:30~21:00 / 주말,공휴일 09:30~20:00",37.55703497,126.953338,서울특별시 마포구 신촌로 248,"내과,외과","개,고양이"
497,제연동물병원,02-2242-7975,0,0,1,1,1,평일 10:00-19:30 / 토요일 10:00-16:00,37.57511713,127.0495862,서울특별시 동대문구 답십리로 77 우일빌딩 1층 (전농동),"중성화,심장사상충,예방접종,스케일링","개,고양이"
498,드림동물병원,02-928-7581,0,0,0,0,0,평일 09:30~19:00 / 토요일 09:30~19:00,37.59183558,127.0136985,서울특별시 성북구 동소문로 74,,"개,고양이"
499,고려동물병원,02-3391-0075,0,0,0,1,1,"평일 09:00-20:00 / 토요일,공휴일 09:00-19:00",37.66345514,127.076221,서울특별시 노원구 덕릉로 738 정진145빌딩,노령동물 특화진료,"개,고양이"
500,사당동물병원,02-586-8275,0,0,0,1,1,평일 10:00~21:00/토 10:00~19:00,37.47682329,126.9766526,서울특별시 동작구 남부순환로 2051 (사당동),,"개,고양이"
501,닥터캣고양이병원,02-2039-2575,0,0,1,1,1,평일 10:00~19:00 / 토요일 10:00~19:00,37.502884,127.0990656,서울특별시 송파구 백제고분로 293 제우빌딩 2층 202호 (석촌동),"중성화,예방의학,검진센터,치과,심장,복막염",고양이
502,진서동물병원,02-432-7530,0,1,1,1,1,"평일,토 09:00~19:00",37.60469192,127.0959287,서울특별시 중랑구 신내로10길 7 1층~4층,"건강검진,노령견 노령묘 전문,행동학 컨설팅,예방의학","개,고양이"
503,라온펫동물병원,02-555-2272,0,1,1,1,1,월~토 10:00~20:00,37.50399851,127.113893,서울특별시 송파구 가락로 169 1층 라온펫동물병원,"중성화,슬개골,골절","개,고양이"
504,워너비동물병원,02-322-1275,0,1,0,1,1,평일 10:00-20:00 / 토요일 10:00-19:00 / 공휴일 10:00-18:00,37.55769912,126.9225338,서울특별시 마포구 동교로 193 (동교동),"고양이특화,노령동물,건강검진,외과,중성화","개,고양이"
505,올리브동물병원,02-391-7502,0,1,0,0,1,평일 10:00~21:00/주말 10:00~19:00,37.59925504,126.9589784,서울특별시 종로구 지하문로 305,노령동물 전문,"개,고양이"
506,일오삼동물병원,02-2606-1990,0,1,1,1,0,"평일 10:00~20:30 / 토,공휴일 10:00~19:00",37.52051279,126.8348903,서울특별시 양천구 지양로 52 104호,,"개,고양이"
507,러브마이펫동물병원,02-382-7582,0,1,0,0,0,,37.60106537,126.9307503,서울특별시 은평구 은평로 208 (응암동),,"개,고양이"
508,브이케어 동물병원,02-6949-3148,0,1,1,0,1,매일 10:00-19:00,37.50472009,127.0224736,서울특별시 서초구 강남대로79길 32 제이디 빌딩 1층 (반포동) ,"한방침술,치과,중성화,일반외과,영양학,재활,행동학","개,고양이"
509,내방동물병원,02-3473-8274,0,1,1,1,0,매일 주간진료 10:00-22:00 / 매일 야갼진료 20:00-22:00,37.48752619,126.9942016,서울특별시 서초구 서초대로 108 2층 (방배동),"치과,외과,내과,예방접종","개,고양이"
510,24시SKY 동물의료센터,02-472-7579,1,1,1,1,1,매일 00:00~24:00,37.5343384,127.1359712,서울특별시 강동구 천호대로 1122 (성내동),"내과,외과,치과","개,고양이,파충류,특수동물"
511,늘푸른종합동물병원,02-449-0101,0,1,0,0,0,"매일 09:30~19:00 / 토,공휴일 09:30~16:00",37.50952628,127.1272067,서울특별시 송파구 마천로5길 16 우일빌딩 (오금동),,"개,고양이"
512,아델동물병원,02-522-0222,0,1,0,1,1,평일 10:00~20:00,37.48453737,127.0108423,서울특별시 서초구 반포대로 45 1층 (서초동 명정빌딩),"외과,안과,초음파,정형외과,신경외과,고양이 특화진료","개,고양이"
513,텐즈힐링동물병원,02-2295-0975,0,0,0,0,1,"평일 11:00~20:00 / 토,공휴일 11:00~17:00",37.56782502,127.0250536,서울특별시 성동구 마장로 137 221동 134호 (상왕십리동 텐즈힐몰),,"개,고양이"
514,파라곤동물병원,02-498-7588,0,0,0,1,1,평일 10:30~18:00,37.54843402,127.069739,서울특별시 광진구 광나루로 361 201동 103호 (군자동 광진동양파라곤),"내과,외과,피부과,안과,행동학","개,고양이"
515,건강한동물병원,02-701-0705,0,1,0,0,1,평일 10:00~20:00/토 10:00~18:00,37.54458493,126.9527677,서울특별시 마포구 만리재로 15 제일빌딩 108호 (공덕동),"예방의학,중성화,위내이물,방광결석,종양,슬개골 탈구,대퇴골두,십자인대 재건,내과,산과,치과,종양","개,고양이"
516,미소로동물병원,02-2679-9997,0,1,0,1,0,"평일 09:30~21:00/일,공휴일 10:00~20:00",37.52855097,126.9042134,서울특별시 영등포구 영신로 238 미소로 107108204호 (영등포동8가),"슬개골,골절,치과","개,고양이"
517,진정훈동물병원,02-2207-0073,0,1,0,0,1,평일 10:00~18:30/토 10:00~14:00,37.59995519,127.0795041,서울특별시 중랑구 봉화산로 39-1 2층 ,"호흡마취기,혈액분석기,안압계,초음파,엑스레이","개,고양이"
518,스마트동물병원,02-987-7588,0,0,0,1,0,평일 10:00~20:00/토 10:00~19:00/일 12:00~17:00,37.62029801,127.0153476,서울특별시 강북구 솔샘로 203-2 1층 (미아동),"고양이진료,중성화,스케일링,건강검진","개,고양이"
519,다온동물병원,02-2039-7572,0,1,0,1,1,평일 10:00-20:00 / 주말 10:00-18:00,37.5665905,127.0240825,서울특별시 성동구 왕십리로 410 J동135호(하왕십리동 센트라스),"심장전문,신장전문진료,치과,안과","개,고양이"
520,대형동물병원,02-998-1785,0,0,0,1,1,평일 09:30~18:30 / 토 09:30~12:30,37.64589893,127.0182227,서울특별시 강북구 한천로 1135(수유동),"예방접종,중성화,건강검진,스케일링","개,고양이"
521,화랑동물병원,02-979-7411,0,1,0,1,1,매일 09:00~18:00(13:00이후 예약진료만 진행),37.61928276,127.0796335,서울특별시 노원구 화랑로 473 (공릉동),"내외과 진료,예방접종","개,고양이"
522,서울탑동물병원,02-2601-8875,0,1,1,1,1,매일 09:00~21:00,37.51774297,126.8536433,서울특별시 양천구 중앙로 237 1층 (신정동),"내과,외과,안과,치과,고양이 친화병원'","개,고양이"
523,개포동물병원,02-3412-7582,0,1,1,1,0,평일 10:00~21:00,37.48930721,127.0688421,서울특별시 강남구 개포로 512 (개포동 개포종합상가 1층),"내과,외과,피부과","개,고양이"
524,파리스동물병원,02-2644-8878,0,1,1,1,1,평일 10:00~21:00 / 주말 10:00~20:00,37.5342244,126.874169,서울특별시 양천구 목동서로 100 상가동 105 204호 (목동 목동신시가지아파트3단지),"자궁축농증,슬개골탈구,치과 ,안과,내분비(호르몬) 등","개,고양이"
525,세종동물병원,02-484-8414,0,0,0,0,0,평일 9:00~21:00 / 토요일 9:00~21:00,37.54173223,127.1304195,서울특별시 강동구 구천면로 237 (천호동),"내과,외과,안과,치과,피부과","개,고양이,특수동물(햄스터,고슴도치,토끼 기본진료)"
526,산들산들동물병원,02-393-3588,1,1,1,1,1,일반진료 매일 10:00~20:00 / 야간진료 평일 20:00~24:00,37.55097463,126.9564972,서울특별시 마포구 마포대로16길 7 영지빌딩 2층 (아현동),"심장내과,피부과,종양내과,신경과,일반외과,종양외과,정형외과","개,고양이"
527,땅콩동물병원,02-3665-7588,0,0,0,0,1,매일 10:00-18:00,37.55904231,126.8286372,서울특별시 강서구 공항대로 190 푸리마타워 219호 (마곡동),중성화 전문,"개,고양이"
528,24시 강서 젠틀리동물의료센터,02-2662-8111,1,1,0,1,1,"매일 00:00-09:00 (심야 응급진료,일요일 휴진) / 매일 10:00-20:00 (주간진료) / 매일 20:00-00:00 (야간 응급진료)",37.55900126,126.8199371,서울특별시 강서구 마곡중앙1로 72 101호 (마곡동 마곡엠밸리10단지),"슬개골탈구수술,중성화,강아지유선종양수술,고양이친화병원","개,고양이"
529,불광동물병원,02-356-1656,0,1,0,0,0,평일 09:30~19:00/토 09:00~16:00,37.61128661,126.9297733,서울특별시 은평구 불광로 37 1층 (불광동),,"개,고양이"
530,페토브동물병원,02-2642-1239,0,1,0,1,1,"평일 09:30~20:00 / 토,공휴일 09:30~18:00",37.514999,126.8712369,서울특별시 양천구 목동동로 130 117 118호 (신정동 목동신시가지아파트14단지),"아토피/알러지,초음파,치아관리,정형외과","개,고양이"
531,24시 SD동물의료센터,02-2039-0303,1,0,0,0,1,24시간 영업,37.56478,127.02471,서울특별시 중구 왕십리로 407 신당파인힐하나유보라 상가 2층 ,"내과,외과,영상과","개,고양이"
532,씨에이치동물병원,02-488-7510,0,1,0,1,0,평일 10:00~20:00/토 10:00~17:00,37.54805346,127.1356133,서울특별시 강동구 구천면로 322 (천호동),"정형외과,안과,고양이 진료,고양이 전염성복막염,고양이치과,고양이 만성신부전","개,고양이"
533,쿠키 동물병원,02-986-9875,0,0,0,0,0,평일 09:00~19:00/주말 10:00~19:00,37.61612381,127.0217414,서울특별시 강북구 삼양로27길 19 (미아동 래미안트리베라 201동 116호),,"개,고양이"
534,메인동물메디컬센터,02-979-8575,0,1,1,1,1,"평일,일요일 10:00-02:00 (21:00-02:00 야간진료) / 일요일은 야간진료 휴진입니다.",37.6217008,127.0738666,서울특별시 노원구 동일로 1025-1 (공릉동),"중환자집중치료,고양이 친화,외과수술","개,고양이"
535,보라매 웰 종합 동물병원,02-3280-7975,0,1,1,1,1,매일 09:00-21:00,37.49971809,126.9223178,서울특별시 동작구 상도로 16 MGI빌딩 1층 (대방동),"내과,일반외과,정형외과,종양,호르몬,피부과,이비인후과,내시경,안과,산과,치과,예방의학과","개,고양이"
536,심재웅동물병원,02-2244-7755,0,0,0,0,0,,37.59111882,127.066515,서울특별시 동대문구 망우로 120 (휘경동),,"개,고양이"
537,천호동물병원,02-473-6900,0,1,0,0,0,,37.53640598,127.122327,서울특별시 송파구 올림픽로 611 (풍납동),,"개,고양이"
538,캣&덴탈 하이디 동물병원,02-338-0275,0,0,0,1,1,매일 10:00-20:00,37.55100797,126.911649,서울특별시 마포구 월드컵로3길 14 123호 (합정동 마포 한강 2차 푸르지오),고양이 치과 진료 전문,고양이
539,석촌동물병원,02-414-7975,0,1,1,1,1,평일 10:30~19:30 /토요일 10:30-18:30 / 일요일 10:30-15:30,37.50580627,127.1061679,서울특별시 송파구 송파대로 441 청호빌딩 1층 2호 (석촌동),"일반내과,심장질환,일반외과,정형외과,안과,치과,신경계질환","개,고양이"
540,와우종합동물병원,02-866-0880,0,1,0,1,0,평일 10:00~19:00/토 10:00~17:00,37.47611531,126.9157703,서울특별시 관악구 난곡로 247 (신림동),"고양이,노령견진료 전문","개,고양이"
541,아인스동물병원,02-2213-0075,0,0,0,1,1,평일 09:00-19:00 / 토요일 09:00-18:00,37.5650789,127.067362,서울특별시 동대문구 장한로 44 1층 (장안동),"건강검진,치과,초음파,만성질환,외이염,피부병,일반외과수술","개,고양이"
542,잠실종합동물병원,02-415-7585,0,0,0,1,0,매일 10:00~19:00,37.50238416,127.1102108,서울특별시 송파구 송파대로 388 창영빌딩 1층 (송파동),,"개,고양이"
543,라임동물병원,02-2281-8122,0,1,0,1,1,"평일 10:00~19:30 / 토,공휴일 10:00~17:30",37.56550859,127.0303256,서울특별시 성동구 무학로 16 (홍익동),,"개,고양이"
544,헬리오동물병원,02-2135-6575,0,1,1,0,1,"평일,토 10:00~20:00(접수마감 19:00)",37.49761457,127.1025318,서울특별시 송파구 송파대로 345 3B동 28-29호 (가락동 헬리오시티),"일반내과,심장내과,외과,치과","개,고양이"
545,목동동물병원,02-2648-8275,0,0,0,0,1,평일 10:00-19:30 / 토요일 10:00-17:30 / 공휴일 10:00-16:30,37.53663213,126.8798634,서울특별시 양천구 목동서로 57 121호 (목동),,"개,고양이"
